timeout_seconds,tests,throughput_kbps,goodput_kbps,completion_time_seconds,retransmission_rate,avg_rtt_ms
0.5,3,281.84999999999997,281.84999999999997,30.819999999999997,5.05,0.9833333333333333
1.0,3,125.34666666666668,125.34666666666668,69.07666666666667,6.07,0.9833333333333334
2.0,3,73.77666666666666,73.77666666666666,116.70333333333333,5.243333333333333,1.0366666666666668
5.0,3,34.196666666666665,34.196666666666665,252.89333333333335,4.7,1.07
