loss_rate_pct,tests,goodput_kbps,throughput_kbps,completion_time_seconds,retransmission_rate,avg_rtt_ms,actual_packet_loss_pct
0.0,3,13158.153333333334,13158.153333333334,0.16333333333333333,0.0,0.22999999999999998,0.0
5.0,3,267.4633333333333,267.4633333333333,9.596666666666666,5.703333333333333,0.43,0.0
10.0,3,142.0,142.0,15.959999999999999,10.9,0.58,0.0
20.0,3,44.12333333333333,44.12333333333333,48.97333333333333,25.986666666666668,0.6633333333333333,0.0
